Australia,,,,,,,,,
,,,,,,,,,NULL
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,2-3m spanset wrap
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,3m Spanset to old diving board bolts
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,Ben Lomond,,,,,,
,,,,Ben Lomond Guide,,,,,
,,,,,,,,Description,
,,,,,,,,,"Tassie’s, and potentially Australia’s premier crack climbing destination. It also happens to be a pretty good highline location. Please follow the strong ethic, NO BOLTS. There are currently hundreds of climbing routes and not a single bolt, I’m sure we as highliners can keep this going, especially considering the quantity of boulders and cracks. This is predominantly a summer crag but expect alpine conditions year round. In winter, snow is not just a possibility, in fact you will be hard pressed to find a day without it. To date two areas have been highlined at, Jacob’s Ladder and Frew’s Flutes. Both offer sweeping views and excellent direct height. Nothing has been attempted around the back of the plateau yet, there looks potential for many adventurous trips, climbing and choss guaranteed."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,Jacob's Ladder,,,,
,,,,,,,,Description,
,,,,,,,,,"Weirdly for a highline location the main attraction here is not all nature. Built in… Jacob’s Ladder is an incredible engineering feat, a dirt road winding steeply up the mountainside allowing vehicular access to the plateau. The spectacle also provides an auditory experience as cars slowly make their way up the switchbacks, the gravel crunch rising and falling as pillars of dolerite block the sound waves."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,"The established lines here are inside a large, open and stepped gully that faces the bottom of jacob's ladder. Park at the top of the switchbacks and rock hop for 500m+ along the cliffs to the left of the road (looking downhill) until you arrive on the big amphitheatre. There will be some sections of wading though very prickly bushes between the boulders so wear long pants and bring a keen sense of route finding."
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Tagline and a good arm required
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Warning Dangerous Line!
,,,,,,,,Length,
,,,,,,,,,30
,,,,,,,,Height,
,,,,,,,,,40
,,,,,,,,Stars,
,,,,,,,,,0
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,Alex Bog and Stepan Novikov
,,,,,,,,When,
,,,,,,,,,2017
,,,,,,,,FA Who,
,,,,,,,,,NULL
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,This line was rigged and tensioned before the idea of walking was subsequently abandoned. The pillar it anchored to on the RHS (FV) is dangerously stacked and should not be highlined from.
,,,,,,,,Warning,
,,,,,,,,,Do Not Rig!
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,,2,,
,,,,,,,,Name,
,,,,,,,,,Line Name
,,,,,,,,Length,
,,,,,,,,,80
,,,,,,,,Height,
,,,,,,,,,80
,,,,,,,,Stars,
,,,,,,,,,3
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Stepan Novikov, Divya Gordon, Charlie Horton, Brendon Plaza, Chris Wallace, Art Ho-Baley"
,,,,,,,,When,
,,,,,,,,,NULL
,,,,,,,,FA Who,
,,,,,,,,,Stepan Novikov
,,,,,,,,FA When,
,,,,,,,,,1/02/2019
,,,,,,,,Description,
,,,,,,,,,"Beautiful Line, slightly difficult to get onto on the RHS (no ledges) and requiring some exposed scrambling and rock hops to get to the LHS anchor. Clean falls the entire way and great direct height in the middle. "
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,A series of boulder wraps and trad gear (medium cams and nuts) using a prominent flat topped pillar as an A-frame (roughly 1.5m x 1.5m on top)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,A series of wraps and Trad gear using another flat topped pillar as an A-frame.
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,Flew's Flutes,,,,
,,,,,,,,Description,
,,,,,,,,,"The main climbing area in ‘The Ben’. Huge hexagonal pillars rise up to 150m above the scree slope below forming continuous crack lines of incredibly uniform width. There are a couple big V gaps in the area and potential for many many more lines than listed here, all with great exposure and direct height."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,"Park at Carr Villa and take the summit walking track. After 500m or so turn off right and begin to boulder hop for the next 20min to gain the top of the cliffs out right. On top the going gets easier with flat grassy sections and a few scrubby prickly bush bashes. It takes roughly 1hr from the car park to the prominent V gap in the middle of the flutes. An alternative, less scrubby and shorter, but more physical approach is to take the climbers access to the base of the cliffs themselves. From here the descent gully can be used to gain to the top of the hill (total of just under an hour)."
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Walk and throw the tagline around the gaps fairly easily.
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Line Name
,,,,,,,,Length,
,,,,,,,,,40
,,,,,,,,Height,
,,,,,,,,,NULL
,,,,,,,,Stars,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Jerry M, Faith Dickey, Preston Allen-Bruce, Max Silver"
,,,,,,,,When,
,,,,,,,,,2017
,,,,,,,,FA Who,
,,,,,,,,,NULL
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,,2,,
,,,,,,,,Name,
,,,,,,,,,Line Name
,,,,,,,,Length,
,,,,,,,,,40
,,,,,,,,Height,
,,,,,,,,,NULL
,,,,,,,,Stars,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Preston Allen-Bruce, Max Silver, Andrew"
,,,,,,,,When,
,,,,,,,,,2018
,,,,,,,,FA Who,
,,,,,,,,,NULL
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,North Esk,,,,,,
,,,,Near the Bridge,,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,Near the Bridge,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Walk the webbing from the back of the gully to the mouth.
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,NULL,,
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,Freycinet,,,,,,
,,,,Whitewater Wall,,,,,
,,,,,,,,Description,
,,,,,,,,,"Tassies answer to the question “Where can I camp, highline, climb and swim all in one spot?”. Beautiful granite formations drop directly into the sea while orange, red and yellow lichen paint themselves onto the rounded boulders. On a typical day here you can expect sunshine, ambient waves and some creative rigging. Please do not place additional bolts without community consultation. This area has been a hub for climbing over the last 50 years and is rich with history and tradition. With hundreds of routes packed into such a small area it may be a surprise to see so few bolts. The ethics have been clear and should remain so for highlining. It is possible to rig just about anything here and with such a short walk in and stable weather there is no excuse not to take extra time to equalise a few more trees or carry a few more spansets for that boulder wrap. "
,,,,,,,,Location,
,,,,,,,,,The area is situated in Freycinet National Park
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,"From Hobart head north-east. Sorrel (30min from hobart) is the last major area where you can expect to buy cheap food or alcohol. Freycient is 1h 45min north of here. There are a couple taps in Coles Bay however these are from tank water and prone to runout, fill up as much water as you can in Sorrel. From Launceston head south-east. As for the above directions Launceston is the last major town and all food/water must be bought from here. Coles bay, Bicheno and Swansea all have IGA’s and petrol stations however expect the prices and range to leave something desired. From the entrance of Freycinet National Park, take the signage towards the lighthouse on Cape Tourville Rd. About 500m before the lighthouse a small dirt road with large speed humps turns left with signs saying “4WD ONLY” and “Access to Bluestone Bay” Follow this track for 2.5km to Bluestone Bay taking the right turn to Whitewater Wall Campground just before the tack heads steeply downhill to the small bay. The 4WD track although bumpy can be navigated by 2WD easily ONLY if you have sufficient clearance. The first hump on the track is one of the biggest.The camping at Whitewater Wall is free however it is due to the generosity and hard work of climbers over many years, please respect this place and do not leave any food waste or rubbish in the bush. Take note of all signage and allow other campers a full night's rest especially when it is busy. 
Mobile phone signals are poor at best. Expect to receive some messages (The RHS of tipper dipper and back up the 4WD track are best) but do not rely on the ability to send anything out. "
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Walk the webbing from the back of the gully to the mouth or use a couple throws of a tagline.
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,Bluestone Bay,,,,
,,,,,,,,Description,
,,,,,,,,,"There is potential here for a 120m ish line about 25m high, beautiful and great for training on"
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,NULL,,
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,Whitewater Wall,,,,
,,,,,,,,Description,
,,,,,,,,,"There is potential here for a 70-80m line running parallel with the large slab of “Whitewater Wall” . It would be roughly 10m away from the wall the entire length, a bit of a weird line that might not actually go with a closer inspection."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,NULL,,
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,Beowulf / Deep Water Zawn,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Harlequin 
,,,,,,,,Length,
,,,,,,,,,31
,,,,,,,,Height,
,,,,,,,,,20
,,,,,,,,Stars,
,,,,,,,,,3
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Simon Young, Levi Quilliam, Rye Stellard, Drew Abernathy, Sienna DeAngils, Will DeAngils"
,,,,,,,,When,
,,,,,,,,,1/03/2019
,,,,,,,,FA Who,
,,,,,,,,,"Levi Quilliam, Simon Young, Rye Stellard"
,,,,,,,,FA When,
,,,,,,,,,1/03/2019
,,,,,,,,Description,
,,,,,,,,,"Beautiful beginner line and one of the easiest rigs here. The boulder on the LHS slightly overhangs the water and is a classic big cliff jump, looks smaller than it actually is."
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,Small abseil down to large slightly chossy pillar (11m of spansets to wrap it)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,Another 10m+ of spansets or rope with lots of rope protection
,,,,,,,,Static Main Anchor,
,,,,,,,,, Sling flat flake systems on top of enormous square boulder (3m opened up plus a 3m girth hitched on (double both these up for main and backup)
,,,,,,,,Static Backup Anchor,
,,,,,,,,,Find a few additional flakes or cam placements to stop the masterpoint from moving around too much.
,,,,,,,2,,
,,,,,,,,Name,
,,,,,,,,,Lung Snacks
,,,,,,,,Length,
,,,,,,,,,20
,,,,,,,,Height,
,,,,,,,,,20
,,,,,,,,Stars,
,,,,,,,,,3
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Chris W, Jack M, Adam E"
,,,,,,,,When,
,,,,,,,,,NULL
,,,,,,,,FA Who,
,,,,,,,,,"Max Lee-abbott, Ian Bonnar Bool, Jacob Greiner, Abby Watkins, Chris Wallace, Brendon Plaza, Michael Siriani, Daniel Sinanian, Brad Graham, Max Silver, Preston Bruce, Garrison Rowland, Andrew Criag, Tomas Dabasinskas, Drew Abernathy, Adam Evans, Kyle Beall, Omer, Roberto De Oliveira, Loraine Dawes, Plus more..."
,,,,,,,,FA When,
,,,,,,,,,1/03/2019
,,,,,,,,Description,
,,,,,,,,,Beautiful beginner line however also one of the most challenging to rig and impossible to get level without an a frame (#0.75-0.5 cam and large offset nut for front stabilizing points)
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,"Easy downclimb on ledges to a good horizontal crack (large nuts, hexes and #1-#0.75 cams)"
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,Small to medium cams and/or rap rope
,,,,,,,,Static Main Anchor,
,,,,,,,,,Sling flat flake systems on top of enormous square boulder 
,,,,,,,,Static Backup Anchor,
,,,,,,,,,Find a few additional flakes or cam placements to stop the masterpoint from moving around too much.
,,,,,,,3,,
,,,,,,,,Name,
,,,,,,,,,Ask Toni
,,,,,,,,Length,
,,,,,,,,,15
,,,,,,,,Height,
,,,,,,,,,15
,,,,,,,,Stars,
,,,,,,,,,1
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Toe-knee Sterai, Rick Kromhust, Dylan Tubaro, Henry Macname"
,,,,,,,,When,
,,,,,,,,,1/12/2019
,,,,,,,,FA Who,
,,,,,,,,,"Toe-knee Sterai, Rick Kromhust"
,,,,,,,,FA When,
,,,,,,,,,1/12/2019
,,,,,,,,Description,
,,,,,,,,,A much smaller and accidentally rigged alternative to ‘Old School’.
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,Small rap down ‘Beowulf’ to build an anchor from a series of flakes and cams (basically 2m lower than ‘Lung snacks’ anchor)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,Sling medium-ish boulders that are the main way to climb up onto the enormous boulder
,,,,,,,,Static Backup Anchor,
,,,,,,,,,more boulder wrapping
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,Lassie's Wall / Big Zawn,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Unknown Name
,,,,,,,,Length,
,,,,,,,,,85
,,,,,,,,Height,
,,,,,,,,,20
,,,,,,,,Stars,
,,,,,,,,,2
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Stepan Novikov, Jack Vitnell and additional WWW attendees"
,,,,,,,,When,
,,,,,,,,,Feb-20
,,,,,,,,FA Who,
,,,,,,,,,"Thomas May, Max Peirce, Daniel Sinanian, Jacob Grenier, Brendon Plaza, Garrison Rowland, Andrew Craig, Trent Williams, Adam Evans, Roberto De Olivira, Drew Abernathy"
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,Very pretty and ‘immersive’ line. Not very high so use a static webbing for backup but a great rig nonetheless. 
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,"Medium to large nuts and a large boulder sling far back, 20m of static for main and backup plus lots of rope pro"
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,"Med to Large cams plus wrap huge slanted boulder, 25m of static to equalise all points plus lots of rope pro."
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,,2,,
,,,,,,,,Name,
,,,,,,,,,Whipper Tipper
,,,,,,,,Length,
,,,,,,,,,35
,,,,,,,,Height,
,,,,,,,,,50
,,,,,,,,Stars,
,,,,,,,,,2
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Chen, Axel and Levi"
,,,,,,,,When,
,,,,,,,,,2017.00
,,,,,,,,FA Who,
,,,,,,,,,Alex Webber
,,,,,,,,FA When,
,,,,,,,,,2017.00
,,,,,,,,Description,
,,,,,,,,,Although a tedious LHS anchor it makes a brilliant line (Hint use dyneema if possible to extend the trees and copious rope protection on the pillar). One of the highest of any here and also the scene of a few rope swings (some without traditional harnesses).
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,2x U bolts hidden at foot level.
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,There are numerous natural options the best being a large ‘fridge size’ boulder directly behind the bolts
,,,,,,,,Static Main Anchor,
,,,,,,,,,Use a series of trees (4 is best) and extend them roughly 10m-15m forward using the ‘tipper dipper’ boulder as an A-Frame. Please do NOT anchor only off the boulder.
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,,3,,
,,,,,,,,Name,
,,,,,,,,,Close Shave
,,,,,,,,Length,
,,,,,,,,,30
,,,,,,,,Height,
,,,,,,,,,45
,,,,,,,,Stars,
,,,,,,,,,1
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
